settlement_id,bank_transaction_id,settlement_amount,bank_amount,amount_difference,amount_difference_pct,relative_amount_difference,date_difference_days,utr_match,utr_missing,utr_similarity,rrn_exact,rrn_similarity,order_id_exact,settlement_id_exact,gateway_ref_exact,auth_code_exact,customer_name_similarity,vpa_similarity,narration_similarity,currency_match,same_direction,status_compatible,candidate_count,split_candidate,fee_adjusted_difference,expected_settlement_date_gap,duplicate_risk,is_digit_transposition,label,source_type_SETTLEMENT,channel_BANK_TRANSFER
CV3009,UTR524971960828,6525.98,1484.92,5041.06,0.77246,0.77246,4,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.3077,1,1,1,1,0,5041.06,4,0,0,0,1,1
CV3009,UTR215256385481,6525.98,6873.25,347.27,0.053213,0.050525,5,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.1538,1,1,1,1,0,347.27,5,0,0,0,1,1
CV3009,UTR550585953330,6525.98,176287.23,169761.25,26.013143,0.962981,0,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.3333,1,1,1,1,0,169761.25,0,0,0,0,1,1
CV3002,UTR218242398173,6016.68,27519.04,21502.36,3.573792,0.781363,22,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,21502.36,22,0,0,0,1,1
CV3002,UTR828067113431,6016.68,20902.0,14885.32,2.474009,0.712148,34,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2857,1,1,1,1,0,14885.32,34,0,0,0,1,1
CV3002,UTR112790183691,6016.68,2354.87,3661.81,0.60861,0.60861,6,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.1277,1,1,1,1,0,3661.81,6,0,0,0,1,1
CV3002,UTR164339399508,6016.68,46728.71,40712.03,6.766527,0.871242,20,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.1702,1,1,1,1,0,40712.03,20,0,0,0,1,1
CV3002,UTR897413148929,6016.68,30980.83,24964.15,4.149157,0.805793,35,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.3333,1,1,1,1,0,24964.15,35,0,0,0,1,1
CV3002,UTR251113786540,6016.68,35331.52,29314.84,4.872262,0.829708,6,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2041,1,1,1,1,0,29314.84,6,0,0,0,1,1
CV3002,UTR668163047993,6016.68,-8685.7,14702.38,2.443603,1.692711,20,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2273,1,1,1,1,0,14702.38,20,0,0,0,1,1
CV3002,UTR398235977635,6016.68,41432.97,35416.29,5.886351,0.854785,24,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.1633,1,1,1,1,0,35416.29,24,0,0,0,1,1
CV3002,UTR467567156492,6016.68,140842.09,134825.41,22.408606,0.957281,8,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2264,1,1,1,1,0,134825.41,8,0,0,0,1,1
CV3002,UTR301320421069,6016.68,13333.83,7317.15,1.216144,0.548766,29,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2917,1,1,1,1,0,7317.15,29,0,0,0,1,1
CV3002,UTR524971960828,6016.68,1484.92,4531.76,0.753199,0.753199,2,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.12,1,1,1,1,0,4531.76,2,0,0,0,1,1
CV3002,UTR215256385481,6016.68,6873.25,856.57,0.142366,0.124624,11,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.28,1,1,1,1,0,856.57,11,0,0,0,1,1
CV3002,UTR550585953330,6016.68,176287.23,170270.55,28.299752,0.96587,6,0,1,0.0,0,0.0,0,0,0,0,0.0,0.0,0.2264,1,1,1,1,0,170270.55,6,0,0,0,1,1
PGREF327306,UTR218242398173,-4143.16,27519.04,31662.2,-7.642041,1.150556,1,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,31662.2,1,0,0,0,1,1
PGREF327306,UTR828067113431,-4143.16,20902.0,25045.16,-6.044942,1.198218,13,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,25045.16,13,0,0,0,1,1
PGREF327306,UTR112790183691,-4143.16,2354.87,6498.03,-1.568375,1.568375,15,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,6498.03,15,0,0,0,1,1
PGREF327306,UTR164339399508,-4143.16,46728.71,50871.87,-12.278519,1.088664,1,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,50871.87,1,0,0,0,1,1
PGREF327306,UTR897413148929,-4143.16,30980.83,35123.99,-8.477585,1.133733,14,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,35123.99,14,0,0,0,1,1
PGREF327306,UTR251113786540,-4143.16,35331.52,39474.68,-9.527675,1.117265,15,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,39474.68,15,0,0,0,1,1
PGREF327306,UTR668163047993,-4143.16,-8685.7,4542.54,-1.096395,0.522991,1,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,4542.54,1,0,0,0,1,1
PGREF327306,UTR398235977635,-4143.16,41432.97,45576.13,-11.000331,1.099997,3,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,45576.13,3,0,0,0,1,1
PGREF327306,UTR467567156492,-4143.16,140842.09,144985.25,-34.993881,1.029417,13,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,144985.25,13,0,0,0,1,1
PGREF327306,UTR301320421069,-4143.16,13333.83,17476.99,-4.218275,1.310725,8,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,17476.99,8,0,0,0,1,1
PGREF327306,UTR524971960828,-4143.16,1484.92,5628.08,-1.358403,1.358403,19,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,5628.08,19,0,0,0,1,1
PGREF327306,UTR215256385481,-4143.16,6873.25,11016.41,-2.658939,1.602795,10,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,11016.41,10,0,0,0,1,1
PGREF327306,UTR550585953330,-4143.16,176287.23,180430.39,-43.54898,1.023502,15,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,180430.39,15,0,0,0,1,1
PGREF721458,UTR218242398173,2350.3,27519.04,25168.74,10.708735,0.914594,14,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,25168.74,14,0,0,0,1,1
PGREF721458,UTR828067113431,2350.3,20902.0,18551.7,7.893333,0.887556,26,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,18551.7,26,0,0,0,1,1
PGREF721458,UTR112790183691,2350.3,2354.87,4.57,0.001944,0.001941,2,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,4.57,2,0,0,0,1,1
PGREF721458,UTR164339399508,2350.3,46728.71,44378.41,18.882019,0.949703,12,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,44378.41,12,0,0,0,1,1
PGREF721458,UTR897413148929,2350.3,30980.83,28630.53,12.181649,0.924137,27,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,28630.53,27,0,0,0,1,1
PGREF721458,UTR251113786540,2350.3,35331.52,32981.22,14.03277,0.933479,2,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,32981.22,2,0,0,0,1,1
PGREF721458,UTR668163047993,2350.3,-8685.7,11036.0,4.695571,1.270594,12,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,11036.0,12,0,0,0,1,1
PGREF721458,UTR398235977635,2350.3,41432.97,39082.67,16.628801,0.943275,16,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,39082.67,16,0,0,0,1,1
PGREF721458,UTR467567156492,2350.3,140842.09,138491.79,58.925154,0.983313,0,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,138491.79,0,0,0,0,1,1
PGREF721458,UTR301320421069,2350.3,13333.83,10983.53,4.673246,0.823734,21,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,10983.53,21,0,0,0,1,1
PGREF721458,UTR524971960828,2350.3,1484.92,865.38,0.3682,0.3682,6,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,865.38,6,0,0,0,1,1
PGREF721458,UTR215256385481,2350.3,6873.25,4522.95,1.924414,0.658051,3,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,4522.95,3,0,0,0,1,1
PGREF721458,UTR550585953330,2350.3,176287.23,173936.93,74.006267,0.986668,2,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,173936.93,2,0,0,0,1,1
PGREF387053,UTR218242398173,48167.6,27519.04,20648.56,0.428682,0.428682,14,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,20648.56,14,0,0,0,1,1
PGREF387053,UTR828067113431,48167.6,20902.0,27265.6,0.566057,0.566057,26,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,27265.6,26,0,0,0,1,1
PGREF387053,UTR112790183691,48167.6,2354.87,45812.73,0.951111,0.951111,2,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,45812.73,2,0,0,0,1,1
PGREF387053,UTR164339399508,48167.6,46728.71,1438.89,0.029873,0.029873,12,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,1438.89,12,0,0,0,1,1
PGREF387053,UTR897413148929,48167.6,30980.83,17186.77,0.356812,0.356812,27,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,17186.77,27,0,0,0,1,1
PGREF387053,UTR251113786540,48167.6,35331.52,12836.08,0.266488,0.266488,2,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,12836.08,2,0,0,0,1,1
PGREF387053,UTR668163047993,48167.6,-8685.7,56853.3,1.180322,1.180322,12,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,56853.3,12,0,0,0,1,1
PGREF387053,UTR398235977635,48167.6,41432.97,6734.63,0.139817,0.139817,16,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,6734.63,16,0,0,0,1,1
PGREF387053,UTR467567156492,48167.6,140842.09,92674.49,1.924001,0.658003,0,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,92674.49,0,0,0,0,1,1
PGREF387053,UTR301320421069,48167.6,13333.83,34833.77,0.723178,0.723178,21,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,34833.77,21,0,0,0,1,1
PGREF387053,UTR524971960828,48167.6,1484.92,46682.68,0.969172,0.969172,6,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,46682.68,6,0,0,0,1,1
PGREF387053,UTR215256385481,48167.6,6873.25,41294.35,0.857306,0.857306,3,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,41294.35,3,0,0,0,1,1
PGREF387053,UTR550585953330,48167.6,176287.23,128119.63,2.659872,0.726766,2,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,128119.63,2,0,0,0,1,1
PGREF355008,UTR218242398173,12790.83,27519.04,14728.21,1.151466,0.535201,5,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,14728.21,5,0,0,0,1,1
PGREF355008,UTR828067113431,12790.83,20902.0,8111.17,0.634139,0.388057,17,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,8111.17,17,0,0,0,1,1
PGREF355008,UTR112790183691,12790.83,2354.87,10435.96,0.815894,0.815894,11,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,10435.96,11,0,0,0,1,1
PGREF355008,UTR164339399508,12790.83,46728.71,33937.88,2.653298,0.726275,3,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,33937.88,3,0,0,0,1,1
PGREF355008,UTR897413148929,12790.83,30980.83,18190.0,1.422113,0.587137,18,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,18190.0,18,0,0,0,1,1
PGREF355008,UTR251113786540,12790.83,35331.52,22540.69,1.762254,0.637977,11,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,22540.69,11,0,0,0,1,1
PGREF355008,UTR668163047993,12790.83,-8685.7,21476.53,1.679057,1.679057,3,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,21476.53,3,0,0,0,1,1
PGREF355008,UTR398235977635,12790.83,41432.97,28642.14,2.239271,0.691289,7,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,28642.14,7,0,0,0,1,1
PGREF355008,UTR467567156492,12790.83,140842.09,128051.26,10.011177,0.909183,9,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,128051.26,9,0,0,0,1,1
PGREF355008,UTR301320421069,12790.83,13333.83,543.0,0.042452,0.040723,12,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,543.0,12,0,0,0,1,1
PGREF355008,UTR524971960828,12790.83,1484.92,11305.91,0.883907,0.883907,15,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,11305.91,15,0,0,0,1,1
PGREF355008,UTR215256385481,12790.83,6873.25,5917.58,0.462642,0.462642,6,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,5917.58,6,0,0,0,1,1
PGREF355008,UTR550585953330,12790.83,176287.23,163496.4,12.782314,0.927443,11,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,163496.4,11,0,0,0,1,1
PGREF522486,UTR218242398173,29848.33,27519.04,2329.29,0.078038,0.078038,24,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,2329.29,24,0,0,0,1,1
PGREF522486,UTR828067113431,29848.33,20902.0,8946.33,0.299726,0.299726,36,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,8946.33,36,0,0,0,1,1
PGREF522486,UTR112790183691,29848.33,2354.87,27493.46,0.921105,0.921105,8,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,27493.46,8,0,0,0,1,1
PGREF522486,UTR164339399508,29848.33,46728.71,16880.38,0.565539,0.361242,22,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,16880.38,22,0,0,0,1,1
PGREF522486,UTR897413148929,29848.33,30980.83,1132.5,0.037942,0.036555,37,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,1132.5,37,0,0,0,1,1
PGREF522486,UTR251113786540,29848.33,35331.52,5483.19,0.183702,0.155193,8,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,5483.19,8,0,0,0,1,1
PGREF522486,UTR668163047993,29848.33,-8685.7,38534.03,1.290995,1.290995,22,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,38534.03,22,0,0,0,1,1
PGREF522486,UTR398235977635,29848.33,41432.97,11584.64,0.388117,0.2796,26,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,11584.64,26,0,0,0,1,1
PGREF522486,UTR467567156492,29848.33,140842.09,110993.76,3.718592,0.788072,10,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,110993.76,10,0,0,0,1,1
PGREF522486,UTR301320421069,29848.33,13333.83,16514.5,0.553281,0.553281,31,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,16514.5,31,0,0,0,1,1
PGREF522486,UTR524971960828,29848.33,1484.92,28363.41,0.950251,0.950251,4,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,28363.41,4,0,0,0,1,1
PGREF522486,UTR215256385481,29848.33,6873.25,22975.08,0.769727,0.769727,13,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,22975.08,13,0,0,0,1,1
PGREF522486,UTR550585953330,29848.33,176287.23,146438.9,4.9061,0.830684,8,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,146438.9,8,0,0,0,1,1
PGREF755022,UTR218242398173,45294.38,27519.04,17775.34,0.39244,0.39244,23,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,17775.34,23,0,0,0,1,1
PGREF755022,UTR828067113431,45294.38,20902.0,24392.38,0.53853,0.53853,35,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,24392.38,35,0,0,0,1,1
PGREF755022,UTR112790183691,45294.38,2354.87,42939.51,0.94801,0.94801,7,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,42939.51,7,0,0,0,1,1
PGREF755022,UTR164339399508,45294.38,46728.71,1434.33,0.031667,0.030695,21,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,1434.33,21,0,0,0,1,1
PGREF755022,UTR897413148929,45294.38,30980.83,14313.55,0.316012,0.316012,36,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,14313.55,36,0,0,0,1,1
PGREF755022,UTR251113786540,45294.38,35331.52,9962.86,0.219958,0.219958,7,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,9962.86,7,0,0,0,1,1
PGREF755022,UTR668163047993,45294.38,-8685.7,53980.08,1.191761,1.191761,21,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,53980.08,21,0,0,0,1,1
PGREF755022,UTR398235977635,45294.38,41432.97,3861.41,0.085251,0.085251,25,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,3861.41,25,0,0,0,1,1
PGREF755022,UTR467567156492,45294.38,140842.09,95547.71,2.109483,0.678403,9,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,95547.71,9,0,0,0,1,1
PGREF755022,UTR301320421069,45294.38,13333.83,31960.55,0.705618,0.705618,30,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,31960.55,30,0,0,0,1,1
PGREF755022,UTR524971960828,45294.38,1484.92,43809.46,0.967216,0.967216,3,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,43809.46,3,0,0,0,1,1
PGREF755022,UTR215256385481,45294.38,6873.25,38421.13,0.848254,0.848254,12,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,38421.13,12,0,0,0,1,1
PGREF755022,UTR550585953330,45294.38,176287.23,130992.85,2.892033,0.743065,7,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,130992.85,7,0,0,0,1,1
PGREF213934,UTR218242398173,4143.16,27519.04,23375.88,5.642041,0.849444,5,0,0,0.4615,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,23375.88,5,0,0,0,1,1
PGREF213934,UTR828067113431,4143.16,20902.0,16758.84,4.044942,0.801782,17,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,16758.84,17,0,0,0,1,1
PGREF213934,UTR112790183691,4143.16,2354.87,1788.29,0.431625,0.431625,11,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,1788.29,11,0,0,0,1,1
PGREF213934,UTR164339399508,4143.16,46728.71,42585.55,10.278519,0.911336,3,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,42585.55,3,0,0,0,1,1
PGREF213934,UTR897413148929,4143.16,30980.83,26837.67,6.477585,0.866267,18,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,26837.67,18,0,0,0,1,1
PGREF213934,UTR251113786540,4143.16,35331.52,31188.36,7.527675,0.882735,11,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,31188.36,11,0,0,0,1,1
PGREF213934,UTR668163047993,4143.16,-8685.7,12828.86,3.096395,1.477009,3,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,12828.86,3,0,0,0,1,1
PGREF213934,UTR398235977635,4143.16,41432.97,37289.81,9.000331,0.900003,7,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,37289.81,7,0,0,0,1,1
PGREF213934,UTR467567156492,4143.16,140842.09,136698.93,32.993881,0.970583,9,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,136698.93,9,0,0,0,1,1
PGREF213934,UTR301320421069,4143.16,13333.83,9190.67,2.218275,0.689275,12,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,9190.67,12,0,0,0,1,1
PGREF213934,UTR524971960828,4143.16,1484.92,2658.24,0.641597,0.641597,15,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,2658.24,15,0,0,0,1,1
PGREF213934,UTR215256385481,4143.16,6873.25,2730.09,0.658939,0.397205,6,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,2730.09,6,0,0,0,1,1
PGREF213934,UTR550585953330,4143.16,176287.23,172144.07,41.54898,0.976498,11,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,172144.07,11,0,0,0,1,1
PGREF215011,UTR218242398173,48442.49,27519.04,20923.45,0.431924,0.431924,26,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,20923.45,26,0,0,0,1,1
PGREF215011,UTR828067113431,48442.49,20902.0,27540.49,0.568519,0.568519,38,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,27540.49,38,0,0,0,1,1
PGREF215011,UTR112790183691,48442.49,2354.87,46087.62,0.951388,0.951388,10,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,46087.62,10,0,0,0,1,1
PGREF215011,UTR164339399508,48442.49,46728.71,1713.78,0.035378,0.035378,24,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,1713.78,24,0,0,0,1,1
PGREF215011,UTR897413148929,48442.49,30980.83,17461.66,0.360462,0.360462,39,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,17461.66,39,0,0,0,1,1
PGREF215011,UTR251113786540,48442.49,35331.52,13110.97,0.27065,0.27065,10,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,13110.97,10,0,0,0,1,1
PGREF215011,UTR668163047993,48442.49,-8685.7,57128.19,1.179299,1.179299,24,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,57128.19,24,0,0,0,1,1
PGREF215011,UTR398235977635,48442.49,41432.97,7009.52,0.144698,0.144698,28,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,7009.52,28,0,0,0,1,1
PGREF215011,UTR467567156492,48442.49,140842.09,92399.6,1.907408,0.656051,12,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,92399.6,12,0,0,0,1,1
PGREF215011,UTR301320421069,48442.49,13333.83,35108.66,0.724749,0.724749,33,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,35108.66,33,0,0,0,1,1
PGREF215011,UTR524971960828,48442.49,1484.92,46957.57,0.969347,0.969347,6,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,46957.57,6,0,0,0,1,1
PGREF215011,UTR215256385481,48442.49,6873.25,41569.24,0.858115,0.858115,15,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,41569.24,15,0,0,0,1,1
PGREF215011,UTR550585953330,48442.49,176287.23,127844.74,2.639103,0.725207,10,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,127844.74,10,0,0,0,1,1
PGREF935466,UTR218242398173,20441.83,27519.04,7077.21,0.346212,0.257175,16,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,7077.21,16,0,0,0,1,1
PGREF935466,UTR828067113431,20441.83,20902.0,460.17,0.022511,0.022016,28,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2609,1,1,1,1,0,460.17,28,0,0,0,1,1
PGREF935466,UTR112790183691,20441.83,2354.87,18086.96,0.884801,0.884801,0,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,18086.96,0,0,0,0,1,1
PGREF935466,UTR164339399508,20441.83,46728.71,26286.88,1.285936,0.562542,14,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1905,1,1,1,1,0,26286.88,14,0,0,0,1,1
PGREF935466,UTR897413148929,20441.83,30980.83,10539.0,0.51556,0.340178,29,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.2727,1,1,1,1,0,10539.0,29,0,0,0,1,1
PGREF935466,UTR251113786540,20441.83,35331.52,14889.69,0.728393,0.421428,0,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,14889.69,0,0,0,0,1,1
PGREF935466,UTR668163047993,20441.83,-8685.7,29127.53,1.424898,1.424898,14,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.2222,1,1,1,1,0,29127.53,14,0,0,0,1,1
PGREF935466,UTR398235977635,20441.83,41432.97,20991.14,1.026872,0.506629,18,0,0,0.3846,0,0.0,0,0,0,0,0.0,0.0,0.1739,1,1,1,1,0,20991.14,18,0,0,0,1,1
PGREF935466,UTR467567156492,20441.83,140842.09,120400.26,5.889896,0.85486,2,0,0,0.3077,0,0.0,0,0,0,0,0.0,0.0,0.1481,1,1,1,1,0,120400.26,2,0,0,0,1,1
PGREF935466,UTR301320421069,20441.83,13333.83,7108.0,0.347718,0.347718,23,0,0,0.1538,0,0.0,0,0,0,0,0.0,0.0,0.0909,1,1,1,1,0,7108.0,23,0,0,0,1,1
PGREF935466,UTR524971960828,20441.83,1484.92,18956.91,0.927359,0.927359,4,0,0,0.2308,0,0.0,0,0,0,0,0.0,0.0,0.25,1,1,1,1,0,18956.91,4,0,0,0,1,1
